itm_id,branch_stock_from_branch,branch_stock_from_main,diff
1,20680,20346,334
14,8,9,-1
75,29,15,14
519,6,1,5
695,40,43,-3
743,23.1,24.1,-1
793,9,13,-4
1599,7,8,-1
2354,9,10,-1
2378,2,3,-1
2390,3,4,-1
2402,2,3,-1
2734,16,18,-2
2771,6,4,2
2785,1,0,1
2944,10,8,2
3060,9.02,10.02,-1
3096,9.01,12.01,-3
3370,23.02,24.02,-1
3441,17,19,-2
3882,2,3,-1
4061,15,17,-2
4261,0,2,-2
4435,21,24,-3
4546,0,3,-3
4980,5,6,-1
4985,42,44,-2
5051,12,9,3
5678,60,12,48
6121,3,4,-1
6592,0,3,-3
6609,1,2,-1
7082,8,3,5
7231,13,3,10
7623,11,12,-1
7634,0,1,-1
7683,26,28,-2
7757,17,19,-2
8796,1,3,-2
8897,14.04,20.04,-6
8975,2,3,-1
9069,0,1,-1
9318,51,54,-3
9390,16.02,22.02,-6
9930,4.04,3.04,1
9954,2,0,2
10055,0,1,-1
10463,3,2,1
10742,14,15,-1
10744,4,5,-1
10745,6,7,-1
10964,4,5,-1
11277,7,8,-1
11711,16,5,11
11808,2,1,1
11923,3,9,-6
12094,2,3,-1
12108,3,4,-1
12174,1,0,1
12260,1,2,-1
12369,9,5,4
12628,16,22,-6
12665,1,0,1
13172,3,0,3
13256,76,52,24
13405,1,0,1
13565,4,6,-2
14366,54,56,-2
14711,48.02,49.02,-1
14736,1,3,-2
14897,1,0,1
15316,0.34,0.45,-0.11
16255,19,20,-1
16397,14,20,-6
16590,1,3,-2
16817,2,3,-1
17030,35,37,-2
17106,3,0,3
17260,2,1,1
17423,1,2,-1
17459,221,237,-16
17488,23.02,24.02,-1
17530,16,18,-2
17808,0,6,-6
18003,2,4,-2
18103,48,24,24
18192,52.01,58.01,-6
18202,3,2,1
18209,0,2,-2
18224,2,3,-1
18324,0,1,-1
18363,17,18,-1
18390,13,16,-3
18430,16,17,-1
18450,14,0,14
18509,0,1,-1
18517,0,1,-1
18520,0,1,-1
18561,5,0,5
18566,26,15,11
18581,13.02,6.02,7
18593,7.02,1.02,6
18643,4,0,4
18748,4,5,-1
18795,21,23,-2
18846,2,0,2
18936,8,9,-1
19014,1,2,-1
19015,17,18,-1
19047,6,3,3
19056,2,3,-1
19149,1.01,0.01,1
19164,2,0,2
19194,0,1,-1
19236,3,1,2
19375,0,3,-3
19390,12,3,9
19414,8,11,-3
19434,2,1,1
19527,90,93,-3
19634,27,28,-1
19699,14,15,-1
20115,9,13,-4
20202,14,10,4
20665,9,12,-3
20762,17,23,-6
20923,1,0,1
21247,7,4,3
21304,5.02,9.02,-4
21347,6,8,-2
21363,49,50,-1
21382,11,3,8
21415,5,8,-3
21419,4,0,4
21604,14,16,-2
21621,12,2,10
21730,7,9,-2
21744,4,5,-1
21745,2,3,-1
21757,2,1,1
21763,60,63,-3
21840,6,7,-1
21844,1,4,-3
21867,1,2,-1
21948,2,3,-1
21954,197,200,-3
22019,17,11,6
22022,3,0,3
22157,54,62,-8
22367,51.95,63.95,-12
22370,1,2,-1
22490,8,1,7
22493,3,1,2
22592,7,8,-1
22657,6,7,-1
22964,1,0,1
23001,16,20,-4
23007,9,12,-3
23031,13,15,-2
23033,49,46,3
23034,14,18,-4
23141,3,2,1
23335,8,9,-1
23339,68,8,60
23873,0,1,-1
24219,15,16,-1
24337,5,6,-1
24355,5,6,-1
24533,8,11,-3
24642,91.04,96.04,-5
25199,192,204,-12
25311,144,24,120
25912,18,19,-1
26400,3,2,1
26470,3,4,-1
26476,3,4,-1
26524,18,19,-1
26527,2,3,-1
26572,33.01,36.01,-3
26581,5,1,4
26690,9,10,-1
26693,11,12,-1
26772,3,1,2
26873,4,5,-1
26962,4,6,-2
27174,7,8,-1
27249,3,4.5,-1.5
27275,0,1,-1
27430,1,0,1
27581,19,21,-2
27615,2,0,2
27753,9,10,-1
28066,2,0,2
28080,7,8,-1
28082,4,6,-2
28194,1,0,1
28270,48.01,49.01,-1
28418,4,6,-2
28428,1,2,-1
28579,3,0,3
28701,10,8,2
28707,16,17,-1
28739,1,0,1
28784,54,61,-7
28921,0,1,-1
29158,3,6,-3
29211,3,0,3
29252,8,9,-1
29308,120,0,120
29411,6,0,6
30095,2.5,4,-1.5
30172,1,0,1
30266,1,3,-2
30439,11,10,1
30534,6,7,-1
30735,37,45,-8
30786,13,14,-1
30895,9,10,-1
30981,0,3,-3
30985,34,35,-1
31470,29,31,-2
31520,25,26,-1
31714,3,4,-1
31872,9,3,6
31925,224,230,-6
32040,1,7,-6
32136,21,22,-1
32713,1,4,-3
32908,3,0,3
33031,2,4,-2
33318,5,0,5
33637,1,0,1
33692,8,3,5
33715,2155,2267,-112
34065,3,2,1
34740,36,39,-3
35026,2,0,2
35124,12,15,-3
35235,69.02,72.02,-3
35568,3,4,-1
35826,16,0,16
35841,28,30,-2
36034,0,1,-1
36114,4,10,-6
36249,5,8,-3
36575,28,20,8
36698,2,0,2
39137,21,25,-4
39182,3,4,-1
39958,3,1,2
40003,8,10,-2
40038,1,0,1
40043,3,0,3
40062,3,2,1
40321,4,5,-1
40340,4,2,2
40509,1,2,-1
40591,7,8,-1
41034,1.01,2.01,-1
43012,9,10,-1
43025,2,1,1
43878,2,3,-1
43974,7,8,-1
44177,8,12,-4
44364,14,15,-1
45039,11,13,-2
45220,7,6,1
45425,6,8,-2
45584,5,6,-1
45882,1,2,-1
45912,0,2,-2
46104,1,2,-1
46285,16,17,-1
46303,13,12,1
46316,2,0,2
46414,22,24,-2
46428,0,1,-1
46429,1,0,1
46442,4,6,-2
46487,2,3,-1
46501,8,0,8
46601,6,7,-1
46604,1.01,4.01,-3
46667,37,38,-1
46723,10,12,-2
46725,7,6,1
46741,2,4,-2
46753,79,82,-3
46766,3,0,3
46788,8,4,4
46818,1,0,1
46824,2,3,-1
46844,4,2,2
46893,0.67,1,-0.33
46895,9.01,0.01,9
46912,3,0,3
46999,5,6,-1
47094,6,7,-1
47130,1,0,1
47251,0,3,-3
47268,0,1,-1
47360,3,4,-1
47361,5,6,-1
47476,27,34,-7
47553,5,6,-1
47572,1.34,0.34,1
47573,5.01,8.01,-3
47574,16.01,19.01,-3
47595,180.01,186.01,-6
47627,0.02,1.02,-1
47632,3,1,2
47678,14,15,-1
47796,26,27,-1
47797,6,7,-1
47803,33,34,-1
47807,2,1,1
47829,1,0,1
47857,15,16,-1
47898,6,0,6
47945,52,2,50
48032,5,4,1
48039,2,0,2
48075,3,6,-3
48121,30,33,-3
48131,10,14,-4
48222,4,8,-4
48230,10,11,-1
48255,1,0,1
48256,11,12,-1
48295,9.01,0.01,9
